;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
9901;Úvod;;Vítej, </br> Pøíbìh je má první hra, je je¹tì v prvotní fázi vıvoje, mohou se tu proto vyskytovat poruchy, pokud nìjakou najde¹ øekni mi o ní. </br> Je mo¾né ¾e má hra obèas nebude fungovat, bude to proto¾e provádím update na serveru. </br>I v této høe jsou zpùsoby jak podvádìt, pokud ale bude¹ podvádìt zkazí¹ si zá¾itek ze hry </br> Easter eggy </br> Ve høe jsou Easter eggy, ka¾dı takovı Easter egg obsahuje kód. Ten kód zaèíná znakem #. </br> Pokud ho najde¹ a po¹le¹ mi ten kód dostane¹ odmìnu. </br> Odmìnu ani kód k ní prosím nijak ne¹iø, je to urèeno pouze nálezcùm. </br> Jednotlivé hry na sebe mohou odkazovat. </br> Pokud na mì nemá¹ kontakt, moje e-mailová adresa je fasterracer1@gmail.com . </br> U¾ij si hru. </br> </br> Fasterracer01;9902;Hrát;;;;;;;;
10027;Pøestøelka v zákopu tøetí linie;;Pøekvapil jsi je, mnoho jsi jich zranil, dokud jsi nevystøílel zásobník, </br> tak to bylo dobré, poté co jsi ho vystøílel, se na tebe vrhli a zabili tì. </br> </br> </br>;10015;Dál;;;;;;;;
10028;Útìk;;Byly pøekvapení, kdy¾ jsi tì v¹imli, </br> jeden z nich tì zaèal pronásledovat. </br> Kam pobì¾í¹? </br> </br>;10029;bitevním polem do zadních linií;10030;rovnì zákopem;;;;;;
10029;Útìk;;Pøi bìhu jsi se nìmìl kde krıt a dostal jsi od pronásledovatele, ránu do hlavy. </br> </br> </br> </br>;10015;dál;;;;;;;;
10030;Útìk;;Ètvrtá linie byl sklad zásob, tak jsi klièkováním mezi bednami znemo¾nil pronásledovateli tì zastøelit, </br> po dvaceti metrech bìhu jsi narazil na skupinu spøátelenıch vojakù a spoleènì jste pronásledovatele zne¹kodnili. </br> Nepøátelská dìla a vojáci zníèili funkèní kulomety, nepøátelé se k vám blí¾í, </br> kudy pùjde¹ do páté linie zákopu? </br>;10031;prùchodem;10032;po bitevním poli;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
10031;V zákopu ètvrtá linie;;Nepøátelská dìla dostala pøesnìj¹í polohu zákopù a zaèali je ostøelovat, </br> ètvrtı zákop byl zasa¾en nejvíc, a jedním z obìtí tohoto ostøelování jsi byl ty. </br> </br> </br>;10015;dál;;;;;;;;
10032;V zákopu pátá linie;;Nepøátelská dìla dostala pøesnìj¹í polohu zákopù a zaèali je ostøelovat, </br> ètvrtı zákop byl zasa¾en nejvíc, dostal jsi se do pátého zákopu, </br> Chce¹ informovat velení, nebo dezertovat? </br> </br>;10033;informovat velení;10036;dezertovat;;;;;;
10033;V zákopu pátá linie;;Na velení jsi oznámil ¾e na¹e zákopy  jsou ji¾ obsazeny nepøáteli. </br> Zavolali leteckı útok, kterı kvùli bouøi.Oba zákopy vybombardoval. </br> Po bitvì jsi dostal ocenìní. </br> </br>;10034;dál;;;;;;;;
10034;Gratuluji;;Dokonèil jsi mou hru jedním z mo¾nıch koncù. </br> </br> </br> </br> LHÁØ;9905;dál;;;;;;;;
10036;Odjezd;;Pøi odjezdu z boji¹tì tì zastavili vojáci a za pokus o dezertaci tì zastøelili. </br> </br> </br>;10015;dál;;;;;;;;
10040;V zákopu tøetí linie;;Dorazil jsi na shroma¾di¹tì vojákù. Velení vám naøídilo útok na nepøátelské linie. </br> Zahájili jste protiútok na vojáky Banána¹tánu, ty jste bez vìt¹ích ztrát zne¹kodnily. </br> Po té jste se vydali do zákopù nepøítele, díky nefungènosti kulometù jste obsadilli první zákop, </br> ale s velkımi ztrátami. Posily nepøítele u¾ byly na cestì, </br> Co udìlá¹?;10041;zùstat a bojovat;10042;utéct na druhou stranu zákopu;;;;;;
10041;V zákopech nepøítele;;Vojáci Banána¹tánu na vás zaútoèili, </br> mìli vıraznou pøesilu a znali zákopy, znièili vás. </br> </br> </br>;10015;dál;;;;;;;;
10042;V zákopech nepøítele;;Na¹el jsi tam osamoceného vojáka, jak nìco zakopává. </br> Co udìlá¹? </br> </br> </br>;10043;zaútoèit na nìj;10044;jít pryè;;;;;;
10043;V zákopech nepøítele;;Vojáka  jsi zezadu støelil do hlavy a zad.  </br> Kdy¾ bylo po nìm podíval jsi se do zemì,to co tam zakopával, </br> byla to plechová bednièka. </br> Chce¹ ji otevøít? </br>;10047;Ano;10058;Ne;;;;;;
10044;V zákopech nepøítele;;Pøi odchodu jsi zakopl a vypadla ti zbraò, </br> voják spanikaøil kdy¾ tì sly¹el a napadl tì no¾em, stal se z toho souboj no¾i. </br> Má¹ dvì mo¾nosti, kam zkusit zabodnout nù¾. </br> </br>;10045;do hrudi;10046;do zad;;;;;;
10045;V zákopech nepøítele;;Trefil jsi ho do hrudi, ale nù¾ se mu zasekl na pùl cesty v obleèení. </br> Poslední co se ti odehrávalo hlavì, byla scénka z filmu Tøi mu¹ketıøi, kde bible jednoho z mu¹ketırù zachránila.</br> </br> </br>;10015;dál;;;;;;;;
10046;V zákopech nepøítele;;No¾em jsi se trefil tìsnì vedle neprùstøelné vesty, </br> do zad nepøítel se zkácel aty jsi mìl mo¾nost ho zastøelit. </br> Kdy¾ bylo po nìm podíval jsi se do zemì, co tam zakopával. Byla to plechová bednièka. </br> Chce¹ ji otevøít? </br>;10047;Ano;10058;Ne;;;;;;
10047;V zákopech nepøítele;;Byl tam kódovanı nápis #orelpøistál. </br> </br> </br> </br>;10048;dál;;;;;;;;
10048;V zákopech nepøítele;;Tvému vojsku se  podaøilo uvést do chodu dìla a zaèala bombardovat nepøátelské zákopy. </br> To ti naskytlo pøíle¾itost utéct. Dostal jsi se s¾ do ètvrtého zákopu, </br> kdy¾ tì kovové støepy ranily tak tì dostali ostatní vojáci z boji¹tì. </br> Probral jsi se den po tom co se stalo a pøedal jsi kód velení. </br> Rozsáhlé zranìní a otrava kovy se bohu¾el a¾ moc rozmohla a dal¹í den jsi zemøel. </br> Byl jsi pochován jako hrdina vlasti, kterı získáním kódu pomohl ukonèit válku.;10049;dál;;;;;;;;
10049;Gratuluji;;Dokonèil jsi mou hru jedním z mo¾nıch koncù. </br> </br> </br> </br> HRDINA;9905;dál;;;;;;;;
10058;V zákopech nepøítele;;Tvému vojsku se  podaøilo uvést do chodu dìla a zaèala bombardovat nepøátelské zákopy. </br> To ti naskytlo pøíle¾itost utéct. Dostal jsi se s¾ do ètvrtého zákopu, </br> kdy¾ tì kovové støepy ranily tak tì dostali ostatní vojáci z boji¹tì </br> Rozsáhlé zranìní a otrava kovy se bohu¾el a¾ moc rozmohla a dal¹í den jsi zemøel. </br>;10015;dál;;;;;;;;
10060;Na bitevním poli;;ylezl jsi na bitevní pole, </br> ¹el jsi smìrem k nepøíteli, najednou vedle tebe vybuch granát, byl dost daleko, aby tì nezabil, ale byl dost blízko aby tì omráèil. </br>  Kdy¾ jsi se probral vidìl jsi vojáky své armády, jak se stahují a zaèínají létat granáty na¹ich dìl, jeden granát trefil první linii zákopu, dal¹í dopadl deset metrù od tebe, </br> nebıt pùdního pøevisu, kterı tebe a dopady¹tì granátu odìloval, byl by jsi mrtvı. Nemù¾e¹ chodit, mù¾e¹ se jenom plazit. </br> Kam pùjde¹?;10061;zpìt do zákopù;10062;do díry po granátu;;;;;;
10061;V zákopu první linie;;Kdy¾ jsi se tam doplazil, zaútoèily vojáci Banána¹tánu a skoncovali s tebou </br> </br> </br> </br>;10015;dál;;;;;;;;
10062;V kráteru po granátu;;Kdy¾ jsi do ní dolezl, mohl jsi zkontrolovat co se ti stalo. </br> Má¹ zlomenou levou nohu a asi otøes mozku. Zmohla tì únava a usnul si. </br> </br> </br>;10063;dál;;;;;;;;
10063;V kráteru po granátu;;Probral tì nìjakı voják, zalezl za tebou do díry po granátu, </br> je to nepøátelskı voják, není ozbrojen a je taky ranìn. </br> Oslovil tì, odpoví¹? </br> </br>;10064;Ano;10065;Ne;;;;;;
10064;V kráteru po granátu;;Rozmluvili jste se o válce a o rodinì, docela jste se spøatelili. </br> Ale najednou jste zaslechli zvuk padajících bomb.  </br> Pøemı¹lel jsi o svém ¾ivotì a do¹el jsi  k tomu, ¾e stejnì ka¾dı nìjak umøe. </br> </br>;10066;dál;;;;;;;;
10065;V kráteru po granátu;;Kvùli únavì a zranìním jsi usnul a u¾ jsi se neprobral;10015;dál;;;;;;;;
10066;Gratuluji;;Dokonèil jsi mou hru jedním z mo¾nıch koncù </br> </br> </br> </br> KONEC ®IVOTA;9905;dál;;;;;;;;
